state,district,block,panchayat,village,date,demand
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-08-04,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-08-11,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-08-18,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-08-25,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-09-01,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-09-08,5.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-09-15,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-09-22,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-09-29,5.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-10-06,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-10-13,12.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-10-20,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-10-27,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-11-03,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-11-10,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-11-17,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-11-24,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-12-01,5.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-12-08,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-12-15,15.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-12-22,17.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-01-01,126.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-01-08,128.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-01-15,139.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-01-22,134.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-01-29,148.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-02-05,135.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-02-12,160.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-02-19,158.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-02-26,159.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-03-04,166.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-03-11,173.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-03-18,169.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-03-25,148.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-04-01,153.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-04-08,157.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-04-15,162.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-04-22,164.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-04-29,153.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-05-06,158.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-05-13,148.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-05-20,147.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-05-27,137.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-06-03,138.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-06-10,131.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-06-17,130.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-06-24,142.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-07-01,123.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-07-08,147.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-07-15,126.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-07-22,120.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-07-29,108.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-08-05,117.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,12/08/24,104.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-08-19,107.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-08-26,123.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-09-02,100.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-09-09,109.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-09-16,93.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-09-23,97.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-09-30,111.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-10-07,93.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-10-14,113.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-10-21,105.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-10-28,97.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-11-04,108.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-11-11,113.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-11-18,113.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-11-25,99.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-12-02,109.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-12-09,117.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-12-16,122.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-12-23,131.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2024-12-30,131.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-01-06,124.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-01-13,141.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-01-20,146.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-01-27,149.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-02-03,157.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-02-10,158.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-02-17,158.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-02-24,156.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-03-03,146.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-03-10,164.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-03-17,163.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-03-24,164.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-03-31,153.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-04-07,154.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-04-14,170.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-04-21,160.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-04-28,164.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-05-05,157.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-05-12,155.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-05-19,159.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-05-26,144.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-06-02,146.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-06-09,138.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-06-16,134.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-06-23,132.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-06-30,132.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-07-07,122.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-07-14,132.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-07-21,111.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-07-28,113.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-08-04,108.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-08-11,120.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-08-18,107.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-08-25,111.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-09-01,90.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-09-08,102.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-09-15,105.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-09-22,98.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-09-29,106.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-10-06,94.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-10-13,109.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-10-20,118.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-10-27,98.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-11-03,100.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-11-10,117.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-11-17,207.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-11-24,236.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-12-01,283.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-12-08,329.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-12-15,367.0
Tamil Nadu,Villupuram,Tindivanam,Thenmalai GP,Thenmalai,2025-12-22,415.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-01-01,70.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-01-08,74.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-01-15,80.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-01-22,84.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-01-29,93.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-02-05,84.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-02-12,95.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-02-19,92.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-02-26,95.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-03-04,100.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-03-11,93.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-03-18,101.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-03-25,101.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-04-01,103.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-04-08,103.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-04-15,113.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-04-22,99.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-04-29,99.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-05-06,97.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-05-13,97.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-05-20,95.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-05-27,102.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-06-03,101.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-06-10,90.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-06-17,87.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-06-24,91.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-07-01,84.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,08/07/24,87.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-07-15,83.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-07-22,73.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-07-29,85.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-08-05,84.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-08-12,72.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-08-19,71.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-08-26,73.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-09-02,72.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-09-09,73.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-09-16,78.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-09-23,68.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-09-30,66.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-10-07,64.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-10-14,67.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-10-21,72.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-10-28,82.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-11-04,73.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-11-11,78.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-11-18,80.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-11-25,88.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-12-02,97.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-12-09,86.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-12-16,89.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-12-23,100.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2024-12-30,101.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-01-06,110.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-01-13,108.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-01-20,107.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-01-27,114.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-02-03,120.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-02-10,122.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-02-17,123.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-02-24,128.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-03-03,130.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-03-10,133.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-03-17,131.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-03-24,129.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-03-31,131.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-04-07,136.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-04-14,127.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-04-21,132.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-04-28,128.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-05-05,129.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-05-12,133.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-05-19,126.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-05-26,123.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-06-02,115.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-06-09,122.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-06-16,119.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-06-23,123.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-06-30,109.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-07-07,108.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-07-14,105.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-07-21,109.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-07-28,98.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-08-04,98.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-08-11,97.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-08-18,93.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-08-25,88.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-09-01,90.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-09-08,93.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-09-15,83.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-09-22,87.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-09-29,84.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-10-06,93.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-10-13,82.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-10-20,87.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-10-27,93.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-11-03,101.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-11-10,96.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-11-17,97.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-11-24,111.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-12-01,100.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-12-08,100.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-12-15,116.0
Tamil Nadu,Villupuram,Tindivanam,Alagapuram GP,Alagapuram,2025-12-22,115.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-01-01,103.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-01-08,118.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-01-15,118.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-01-22,116.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-01-29,114.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-02-05,131.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-02-12,133.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-02-19,130.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-02-26,145.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-03-04,127.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-03-11,126.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-03-18,132.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-03-25,137.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-04-01,139.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-04-08,136.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-04-15,139.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-04-22,127.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-04-29,144.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-05-06,
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-05-13,138.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-05-20,130.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-05-27,129.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-06-03,127.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-06-10,123.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-06-17,121.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-06-24,122.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-07-01,111.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-07-08,111.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-07-15,103.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-07-22,110.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-07-29,93.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-08-05,106.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-08-12,91.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-08-19,80.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-08-26,88.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-09-02,81.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-09-09,90.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-09-16,79.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-09-23,80.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-09-30,70.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-10-07,80.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-10-14,67.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-10-21,74.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-10-28,91.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-11-04,93.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-11-11,
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-11-18,85.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-11-25,94.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-12-02,97.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-12-09,93.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-12-16,113.0
Tamil Nadu,Salem,Attur,Chinnakoundampalayam GP,Chinnakoundampalayam,2024-12-23,112.0
